commodityName,stat_year,market_month,volume,value,unit value,Textbox12,Textbox16
"Oranges, export value and volume history by market year (Juice)",2010,Nov,"16,401","43,923,604",2.68,"210,407","561,032,525"
"Oranges, export value and volume history by market year (Juice)",2010,Dec,"11,247","37,758,487",3.36,"210,407","561,032,525"
"Oranges, export value and volume history by market year (Juice)",2010,Jan,"15,057","43,297,038",2.88,"210,407","561,032,525"
"Oranges, export value and volume history by market year (Juice)",2010,Feb,"15,075","38,571,110",2.56,"210,407","561,032,525"
"Oranges, export value and volume history by market year (Juice)",2010,Mar,"18,306","52,355,384",2.86,"210,407","561,032,525"
"Oranges, export value and volume history by market year (Juice)",2010,Apr,"40,499","82,859,132",2.05,"210,407","561,032,525"
"Oranges, export value and volume history by market year (Juice)",2010,May,"16,481","46,978,680",2.85,"210,407","561,032,525"
"Oranges, export value and volume history by market year (Juice)",2010,Jun,"32,056","70,564,790",2.2,"210,407","561,032,525"
"Oranges, export value and volume history by market year (Juice)",2010,Jul,"10,726","34,046,192",3.17,"210,407","561,032,525"
"Oranges, export value and volume history by market year (Juice)",2010,Aug,"15,738","43,289,816",2.75,"210,407","561,032,525"
"Oranges, export value and volume history by market year (Juice)",2010,Sep,"9,965","32,847,695",3.3,"210,407","561,032,525"
"Oranges, export value and volume history by market year (Juice)",2009,Oct,"8,787","31,256,659",3.56,"146,686","420,434,380"
"Oranges, export value and volume history by market year (Juice)",2009,Nov,"10,900","30,061,468",2.76,"146,686","420,434,380"
"Oranges, export value and volume history by market year (Juice)",2009,Dec,"9,551","32,416,369",3.39,"146,686","420,434,380"
"Oranges, export value and volume history by market year (Juice)",2009,Jan,"9,672","31,092,587",3.21,"146,686","420,434,380"
"Oranges, export value and volume history by market year (Juice)",2009,Feb,"10,312","30,109,816",2.92,"146,686","420,434,380"
"Oranges, export value and volume history by market year (Juice)",2009,Mar,"10,908","33,706,319",3.09,"146,686","420,434,380"
"Oranges, export value and volume history by market year (Juice)",2009,Apr,"10,181","32,028,634",3.15,"146,686","420,434,380"
"Oranges, export value and volume history by market year (Juice)",2009,May,"25,926","51,152,158",1.97,"146,686","420,434,380"
"Oranges, export value and volume history by market year (Juice)",2009,Jun,"16,311","43,270,015",2.65,"146,686","420,434,380"
"Oranges, export value and volume history by market year (Juice)",2009,Jul,"15,837","38,517,787",2.43,"146,686","420,434,380"
"Oranges, export value and volume history by market year (Juice)",2009,Aug,"8,281","33,104,215",4,"146,686","420,434,380"
"Oranges, export value and volume history by market year (Juice)",2009,Sep,"10,020","33,718,353",3.36,"146,686","420,434,380"
"Oranges, export value and volume history by market year (Juice)",2008,Oct,"9,375","27,458,559",2.93,"124,720","380,358,131"
"Oranges, export value and volume history by market year (Juice)",2008,Nov,"8,301","25,416,283",3.06,"124,720","380,358,131"
"Oranges, export value and volume history by market year (Juice)",2008,Dec,"10,611","33,742,351",3.18,"124,720","380,358,131"
"Oranges, export value and volume history by market year (Juice)",2008,Jan,"10,364","33,338,937",3.22,"124,720","380,358,131"
"Oranges, export value and volume history by market year (Juice)",2008,Feb,"17,381","41,548,119",2.39,"124,720","380,358,131"
"Oranges, export value and volume history by market year (Juice)",2008,Mar,"10,271","35,799,627",3.49,"124,720","380,358,131"
"Oranges, export value and volume history by market year (Juice)",2008,Apr,"10,227","31,265,673",3.06,"124,720","380,358,131"
"Oranges, export value and volume history by market year (Juice)",2008,May,"13,086","34,072,335",2.6,"124,720","380,358,131"
"Oranges, export value and volume history by market year (Juice)",2008,Jun,"11,374","32,072,480",2.82,"124,720","380,358,131"
"Oranges, export value and volume history by market year (Juice)",2008,Jul,"8,358","28,844,118",3.45,"124,720","380,358,131"
"Oranges, export value and volume history by market year (Juice)",2008,Aug,"7,649","29,105,377",3.81,"124,720","380,358,131"
"Oranges, export value and volume history by market year (Juice)",2008,Sep,"7,723","27,694,272",3.59,"124,720","380,358,131"
"Oranges, export value and volume history by market year (Juice)",2007,Oct,"10,874","31,640,895",2.91,"135,966","408,090,116"
"Oranges, export value and volume history by market year (Juice)",2007,Nov,"11,677","33,411,230",2.86,"135,966","408,090,116"
"Oranges, export value and volume history by market year (Juice)",2007,Dec,"11,492","33,058,909",2.88,"135,966","408,090,116"
"Oranges, export value and volume history by market year (Juice)",2007,Jan,"8,537","28,669,386",3.36,"135,966","408,090,116"
"Oranges, export value and volume history by market year (Juice)",2007,Feb,"13,481","39,135,731",2.9,"135,966","408,090,116"
"Oranges, export value and volume history by market year (Juice)",2007,Mar,"9,259","31,764,326",3.43,"135,966","408,090,116"
"Oranges, export value and volume history by market year (Juice)",2007,Apr,"14,188","37,224,879",2.62,"135,966","408,090,116"
"Oranges, export value and volume history by market year (Juice)",2007,May,"10,083","33,839,678",3.36,"135,966","408,090,116"
"Oranges, export value and volume history by market year (Juice)",2007,Jun,"9,015","34,623,890",3.84,"135,966","408,090,116"
"Oranges, export value and volume history by market year (Juice)",2007,Jul,"10,080","34,284,173",3.4,"135,966","408,090,116"
"Oranges, export value and volume history by market year (Juice)",2007,Aug,"16,421","40,489,211",2.47,"135,966","408,090,116"
"Oranges, export value and volume history by market year (Juice)",2007,Sep,"10,859","29,947,808",2.76,"135,966","408,090,116"
"Oranges, export value and volume history by market year (Juice)",2006,Oct,"7,736","23,188,519",3,"122,835","360,449,035"
"Oranges, export value and volume history by market year (Juice)",2006,Nov,"7,315","22,148,803",3.03,"122,835","360,449,035"
"Oranges, export value and volume history by market year (Juice)",2006,Dec,"8,614","25,504,344",2.96,"122,835","360,449,035"
"Oranges, export value and volume history by market year (Juice)",2006,Jan,"11,065","31,808,695",2.87,"122,835","360,449,035"
"Oranges, export value and volume history by market year (Juice)",2006,Feb,"6,505","24,155,233",3.71,"122,835","360,449,035"
"Oranges, export value and volume history by market year (Juice)",2006,Mar,"8,597","32,041,823",3.73,"122,835","360,449,035"
"Oranges, export value and volume history by market year (Juice)",2006,Apr,"12,620","36,768,879",2.91,"122,835","360,449,035"
"Oranges, export value and volume history by market year (Juice)",2006,May,"14,459","41,148,923",2.85,"122,835","360,449,035"
"Oranges, export value and volume history by market year (Juice)",2006,Jun,"8,436","29,683,212",3.52,"122,835","360,449,035"
"Oranges, export value and volume history by market year (Juice)",2006,Jul,"10,166","27,968,225",2.75,"122,835","360,449,035"
"Oranges, export value and volume history by market year (Juice)",2006,Aug,"11,483","29,547,152",2.57,"122,835","360,449,035"
"Oranges, export value and volume history by market year (Juice)",2006,Sep,"15,840","36,485,227",2.3,"122,835","360,449,035"
"Oranges, export value and volume history by market year (Juice)",2005,Oct,"6,712","17,784,969",2.65,"137,851","315,254,381"
"Oranges, export value and volume history by market year (Juice)",2005,Nov,"9,251","22,214,614",2.4,"137,851","315,254,381"
"Oranges, export value and volume history by market year (Juice)",2005,Dec,"14,411","25,021,881",1.74,"137,851","315,254,381"
"Oranges, export value and volume history by market year (Juice)",2005,Jan,"14,622","27,858,225",1.91,"137,851","315,254,381"
"Oranges, export value and volume history by market year (Juice)",2005,Feb,"15,076","28,610,156",1.9,"137,851","315,254,381"
"Oranges, export value and volume history by market year (Juice)",2005,Mar,"9,488","25,722,086",2.71,"137,851","315,254,381"
"Oranges, export value and volume history by market year (Juice)",2005,Apr,"9,259","26,114,036",2.82,"137,851","315,254,381"
"Oranges, export value and volume history by market year (Juice)",2005,May,"8,958","26,139,679",2.92,"137,851","315,254,381"
"Oranges, export value and volume history by market year (Juice)",2005,Jun,"19,409","36,032,416",1.86,"137,851","315,254,381"
"Oranges, export value and volume history by market year (Juice)",2005,Jul,"10,331","25,696,143",2.49,"137,851","315,254,381"
"Oranges, export value and volume history by market year (Juice)",2005,Aug,"11,200","27,221,976",2.43,"137,851","315,254,381"
"Oranges, export value and volume history by market year (Juice)",2005,Sep,"9,134","26,838,200",2.94,"137,851","315,254,381"
"Oranges, export value and volume history by market year (Juice)",2004,Oct,"11,158","22,515,462",2.02,"119,273","265,717,332"
"Oranges, export value and volume history by market year (Juice)",2004,Nov,"12,084","21,135,947",1.75,"119,273","265,717,332"
"Oranges, export value and volume history by market year (Juice)",2004,Dec,"10,742","22,779,254",2.12,"119,273","265,717,332"
"Oranges, export value and volume history by market year (Juice)",2004,Jan,"6,998","18,589,960",2.66,"119,273","265,717,332"
"Oranges, export value and volume history by market year (Juice)",2004,Feb,"9,575","22,673,465",2.37,"119,273","265,717,332"
"Oranges, export value and volume history by market year (Juice)",2004,Mar,"9,663","22,390,886",2.32,"119,273","265,717,332"
"Oranges, export value and volume history by market year (Juice)",2004,Apr,"7,606","19,131,471",2.52,"119,273","265,717,332"
"Oranges, export value and volume history by market year (Juice)",2004,May,"9,457","22,815,980",2.41,"119,273","265,717,332"
"Oranges, export value and volume history by market year (Juice)",2004,Jun,"9,033","21,424,534",2.37,"119,273","265,717,332"
"Oranges, export value and volume history by market year (Juice)",2004,Jul,"9,886","22,530,658",2.28,"119,273","265,717,332"
"Oranges, export value and volume history by market year (Juice)",2004,Aug,"11,173","25,424,481",2.28,"119,273","265,717,332"
"Oranges, export value and volume history by market year (Juice)",2004,Sep,"11,898","24,305,234",2.04,"119,273","265,717,332"
"Oranges, export value and volume history by market year (Juice)",2003,Oct,NA,NA,NA,"90,828","191,917,729"
"Oranges, export value and volume history by market year (Juice)",2003,Nov,NA,NA,NA,"90,828","191,917,729"
"Oranges, export value and volume history by market year (Juice)",2003,Dec,NA,NA,NA,"90,828","191,917,729"
"Oranges, export value and volume history by market year (Juice)",2003,Jan,"15,654","25,408,827",1.62,"90,828","191,917,729"
"Oranges, export value and volume history by market year (Juice)",2003,Feb,"7,719","20,197,799",2.62,"90,828","191,917,729"
"Oranges, export value and volume history by market year (Juice)",2003,Mar,"7,295","18,650,946",2.56,"90,828","191,917,729"
"Oranges, export value and volume history by market year (Juice)",2003,Apr,"7,501","19,389,997",2.58,"90,828","191,917,729"
"Oranges, export value and volume history by market year (Juice)",2003,May,"17,091","29,525,374",1.73,"90,828","191,917,729"
"Oranges, export value and volume history by market year (Juice)",2003,Jun,"8,327","19,170,452",2.3,"90,828","191,917,729"
"Oranges, export value and volume history by market year (Juice)",2003,Jul,"9,789","20,109,265",2.05,"90,828","191,917,729"
"Oranges, export value and volume history by market year (Juice)",2003,Aug,"9,346","20,550,135",2.2,"90,828","191,917,729"
"Oranges, export value and volume history by market year (Juice)",2003,Sep,"8,107","18,914,934",2.33,"90,828","191,917,729"
"Oranges, export value and volume history by market year (Juice)",2002,Oct,NA,NA,NA,,
"Oranges, export value and volume history by market year (Juice)",2002,Nov,NA,NA,NA,,
"Oranges, export value and volume history by market year (Juice)",2002,Dec,NA,NA,NA,,
"Oranges, export value and volume history by market year (Juice)",2002,Jan,NA,NA,NA,,
"Oranges, export value and volume history by market year (Juice)",2002,Feb,NA,NA,NA,,
"Oranges, export value and volume history by market year (Juice)",2002,Mar,NA,NA,NA,,
"Oranges, export value and volume history by market year (Juice)",2002,Apr,NA,NA,NA,,
"Oranges, export value and volume history by market year (Juice)",2002,May,NA,NA,NA,,
"Oranges, export value and volume history by market year (Juice)",2002,Jun,NA,NA,NA,,
"Oranges, export value and volume history by market year (Juice)",2002,Jul,NA,NA,NA,,
"Oranges, export value and volume history by market year (Juice)",2002,Aug,NA,NA,NA,,
"Oranges, export value and volume history by market year (Juice)",2002,Sep,NA,NA,NA,,
"Oranges, export value and volume history by market year (Juice)",2001,Oct,NA,NA,NA,,
"Oranges, export value and volume history by market year (Juice)",2001,Nov,NA,NA,NA,,
"Oranges, export value and volume history by market year (Juice)",2001,Dec,NA,NA,NA,,
"Oranges, export value and volume history by market year (Juice)",2001,Jan,NA,NA,NA,,
"Oranges, export value and volume history by market year (Juice)",2001,Feb,NA,NA,NA,,
"Oranges, export value and volume history by market year (Juice)",2001,Mar,NA,NA,NA,,
"Oranges, export value and volume history by market year (Juice)",2001,Apr,NA,NA,NA,,
"Oranges, export value and volume history by market year (Juice)",2001,May,NA,NA,NA,,
"Oranges, export value and volume history by market year (Juice)",2001,Jun,NA,NA,NA,,
"Oranges, export value and volume history by market year (Juice)",2001,Jul,NA,NA,NA,,
