commodityName,stat_year,market_month,volume,value,unit value,Textbox12,Textbox16
"Oranges, import value and volume history by market year (Prepared or preserved )",2013,Feb,457,"445,792",0.98,"8,233","8,279,485"
"Oranges, import value and volume history by market year (Prepared or preserved )",2013,Mar,853,"922,658",1.08,"8,233","8,279,485"
"Oranges, import value and volume history by market year (Prepared or preserved )",2013,Apr,558,"743,442",1.33,"8,233","8,279,485"
"Oranges, import value and volume history by market year (Prepared or preserved )",2013,May,689,"664,060",0.96,"8,233","8,279,485"
"Oranges, import value and volume history by market year (Prepared or preserved )",2013,Jun,568,"712,850",1.25,"8,233","8,279,485"
"Oranges, import value and volume history by market year (Prepared or preserved )",2013,Jul,692,"717,322",1.04,"8,233","8,279,485"
"Oranges, import value and volume history by market year (Prepared or preserved )",2013,Aug,741,"720,056",0.97,"8,233","8,279,485"
"Oranges, import value and volume history by market year (Prepared or preserved )",2013,Sep,610,"613,386",1.01,"8,233","8,279,485"
"Oranges, import value and volume history by market year (Prepared or preserved )",2013,Oct,814,"661,444",0.81,"8,233","8,279,485"
"Oranges, import value and volume history by market year (Prepared or preserved )",2012,Nov,722,"600,501",0.83,"8,106","7,635,443"
"Oranges, import value and volume history by market year (Prepared or preserved )",2012,Dec,678,"640,514",0.94,"8,106","7,635,443"
"Oranges, import value and volume history by market year (Prepared or preserved )",2012,Jan,909,"865,077",0.95,"8,106","7,635,443"
"Oranges, import value and volume history by market year (Prepared or preserved )",2012,Feb,628,"660,306",1.05,"8,106","7,635,443"
"Oranges, import value and volume history by market year (Prepared or preserved )",2012,Mar,557,"558,798",1,"8,106","7,635,443"
"Oranges, import value and volume history by market year (Prepared or preserved )",2012,Apr,887,"678,125",0.76,"8,106","7,635,443"
"Oranges, import value and volume history by market year (Prepared or preserved )",2012,May,595,"574,007",0.97,"8,106","7,635,443"
"Oranges, import value and volume history by market year (Prepared or preserved )",2012,Jun,727,"659,082",0.91,"8,106","7,635,443"
"Oranges, import value and volume history by market year (Prepared or preserved )",2012,Jul,614,"641,400",1.04,"8,106","7,635,443"
"Oranges, import value and volume history by market year (Prepared or preserved )",2012,Aug,779,"766,028",0.98,"8,106","7,635,443"
"Oranges, import value and volume history by market year (Prepared or preserved )",2012,Sep,544,"453,562",0.83,"8,106","7,635,443"
"Oranges, import value and volume history by market year (Prepared or preserved )",2012,Oct,466,"538,043",1.15,"8,106","7,635,443"
"Oranges, import value and volume history by market year (Prepared or preserved )",2011,Nov,617,"577,778",0.94,"9,878","9,022,251"
"Oranges, import value and volume history by market year (Prepared or preserved )",2011,Dec,"1,198","991,854",0.83,"9,878","9,022,251"
"Oranges, import value and volume history by market year (Prepared or preserved )",2011,Jan,722,"729,098",1.01,"9,878","9,022,251"
"Oranges, import value and volume history by market year (Prepared or preserved )",2011,Feb,586,"633,185",1.08,"9,878","9,022,251"
"Oranges, import value and volume history by market year (Prepared or preserved )",2011,Mar,"1,023","893,386",0.87,"9,878","9,022,251"
"Oranges, import value and volume history by market year (Prepared or preserved )",2011,Apr,"1,507","1,213,158",0.8,"9,878","9,022,251"
"Oranges, import value and volume history by market year (Prepared or preserved )",2011,May,903,"767,457",0.85,"9,878","9,022,251"
"Oranges, import value and volume history by market year (Prepared or preserved )",2011,Jun,613,"581,610",0.95,"9,878","9,022,251"
"Oranges, import value and volume history by market year (Prepared or preserved )",2011,Jul,914,"800,030",0.88,"9,878","9,022,251"
"Oranges, import value and volume history by market year (Prepared or preserved )",2011,Aug,629,"547,690",0.87,"9,878","9,022,251"
"Oranges, import value and volume history by market year (Prepared or preserved )",2011,Sep,539,"575,284",1.07,"9,878","9,022,251"
"Oranges, import value and volume history by market year (Prepared or preserved )",2011,Oct,627,"711,721",1.13,"9,878","9,022,251"
"Oranges, import value and volume history by market year (Prepared or preserved )",2010,Nov,383,"510,755",1.33,"6,411","7,044,298"
"Oranges, import value and volume history by market year (Prepared or preserved )",2010,Dec,430,"447,402",1.04,"6,411","7,044,298"
"Oranges, import value and volume history by market year (Prepared or preserved )",2010,Jan,672,"627,502",0.93,"6,411","7,044,298"
"Oranges, import value and volume history by market year (Prepared or preserved )",2010,Feb,446,"489,320",1.1,"6,411","7,044,298"
"Oranges, import value and volume history by market year (Prepared or preserved )",2010,Mar,348,"393,353",1.13,"6,411","7,044,298"
"Oranges, import value and volume history by market year (Prepared or preserved )",2010,Apr,561,"755,605",1.35,"6,411","7,044,298"
"Oranges, import value and volume history by market year (Prepared or preserved )",2010,May,"1,061","924,752",0.87,"6,411","7,044,298"
"Oranges, import value and volume history by market year (Prepared or preserved )",2010,Jun,779,"785,246",1.01,"6,411","7,044,298"
"Oranges, import value and volume history by market year (Prepared or preserved )",2010,Jul,403,"546,073",1.36,"6,411","7,044,298"
"Oranges, import value and volume history by market year (Prepared or preserved )",2010,Aug,521,"560,310",1.07,"6,411","7,044,298"
"Oranges, import value and volume history by market year (Prepared or preserved )",2010,Sep,388,"447,312",1.15,"6,411","7,044,298"
"Oranges, import value and volume history by market year (Prepared or preserved )",2010,Oct,419,"556,668",1.33,"6,411","7,044,298"
"Oranges, import value and volume history by market year (Prepared or preserved )",2009,Nov,520,"533,422",1.03,"7,797","8,013,378"
"Oranges, import value and volume history by market year (Prepared or preserved )",2009,Dec,555,"610,444",1.1,"7,797","8,013,378"
"Oranges, import value and volume history by market year (Prepared or preserved )",2009,Jan,625,"606,765",0.97,"7,797","8,013,378"
"Oranges, import value and volume history by market year (Prepared or preserved )",2009,Feb,602,"595,363",0.99,"7,797","8,013,378"
"Oranges, import value and volume history by market year (Prepared or preserved )",2009,Mar,668,"698,996",1.05,"7,797","8,013,378"
"Oranges, import value and volume history by market year (Prepared or preserved )",2009,Apr,857,"856,775",1,"7,797","8,013,378"
"Oranges, import value and volume history by market year (Prepared or preserved )",2009,May,"1,295","1,133,785",0.88,"7,797","8,013,378"
"Oranges, import value and volume history by market year (Prepared or preserved )",2009,Jun,608,"645,769",1.06,"7,797","8,013,378"
"Oranges, import value and volume history by market year (Prepared or preserved )",2009,Jul,538,"601,079",1.12,"7,797","8,013,378"
"Oranges, import value and volume history by market year (Prepared or preserved )",2009,Aug,629,"624,601",0.99,"7,797","8,013,378"
"Oranges, import value and volume history by market year (Prepared or preserved )",2009,Sep,478,"574,977",1.2,"7,797","8,013,378"
"Oranges, import value and volume history by market year (Prepared or preserved )",2009,Oct,422,"531,402",1.26,"7,797","8,013,378"
"Oranges, import value and volume history by market year (Prepared or preserved )",2008,Nov,342,"293,358",0.86,"6,004","5,818,199"
"Oranges, import value and volume history by market year (Prepared or preserved )",2008,Dec,652,"606,632",0.93,"6,004","5,818,199"
"Oranges, import value and volume history by market year (Prepared or preserved )",2008,Jan,315,"382,060",1.21,"6,004","5,818,199"
"Oranges, import value and volume history by market year (Prepared or preserved )",2008,Feb,380,"455,923",1.2,"6,004","5,818,199"
"Oranges, import value and volume history by market year (Prepared or preserved )",2008,Mar,438,"448,546",1.02,"6,004","5,818,199"
"Oranges, import value and volume history by market year (Prepared or preserved )",2008,Apr,460,"444,564",0.97,"6,004","5,818,199"
"Oranges, import value and volume history by market year (Prepared or preserved )",2008,May,401,"381,055",0.95,"6,004","5,818,199"
"Oranges, import value and volume history by market year (Prepared or preserved )",2008,Jun,458,"505,602",1.1,"6,004","5,818,199"
"Oranges, import value and volume history by market year (Prepared or preserved )",2008,Jul,545,"500,446",0.92,"6,004","5,818,199"
"Oranges, import value and volume history by market year (Prepared or preserved )",2008,Aug,840,"502,658",0.6,"6,004","5,818,199"
"Oranges, import value and volume history by market year (Prepared or preserved )",2008,Sep,456,"538,278",1.18,"6,004","5,818,199"
"Oranges, import value and volume history by market year (Prepared or preserved )",2008,Oct,715,"759,077",1.06,"6,004","5,818,199"
"Oranges, import value and volume history by market year (Prepared or preserved )",2007,Nov,299,"325,835",1.09,"5,881","5,901,933"
"Oranges, import value and volume history by market year (Prepared or preserved )",2007,Dec,711,"670,388",0.94,"5,881","5,901,933"
"Oranges, import value and volume history by market year (Prepared or preserved )",2007,Jan,576,"445,456",0.77,"5,881","5,901,933"
"Oranges, import value and volume history by market year (Prepared or preserved )",2007,Feb,493,"606,057",1.23,"5,881","5,901,933"
"Oranges, import value and volume history by market year (Prepared or preserved )",2007,Mar,375,"365,488",0.97,"5,881","5,901,933"
"Oranges, import value and volume history by market year (Prepared or preserved )",2007,Apr,535,"483,550",0.9,"5,881","5,901,933"
"Oranges, import value and volume history by market year (Prepared or preserved )",2007,May,634,"620,087",0.98,"5,881","5,901,933"
"Oranges, import value and volume history by market year (Prepared or preserved )",2007,Jun,437,"466,564",1.07,"5,881","5,901,933"
"Oranges, import value and volume history by market year (Prepared or preserved )",2007,Jul,711,"666,115",0.94,"5,881","5,901,933"
"Oranges, import value and volume history by market year (Prepared or preserved )",2007,Aug,356,"359,136",1.01,"5,881","5,901,933"
"Oranges, import value and volume history by market year (Prepared or preserved )",2007,Sep,469,"511,380",1.09,"5,881","5,901,933"
"Oranges, import value and volume history by market year (Prepared or preserved )",2007,Oct,285,"381,877",1.34,"5,881","5,901,933"
"Oranges, import value and volume history by market year (Prepared or preserved )",2006,Nov,430,"389,284",0.91,"7,151","6,151,406"
"Oranges, import value and volume history by market year (Prepared or preserved )",2006,Dec,895,"595,722",0.67,"7,151","6,151,406"
"Oranges, import value and volume history by market year (Prepared or preserved )",2006,Jan,687,"578,454",0.84,"7,151","6,151,406"
"Oranges, import value and volume history by market year (Prepared or preserved )",2006,Feb,589,"558,966",0.95,"7,151","6,151,406"
"Oranges, import value and volume history by market year (Prepared or preserved )",2006,Mar,593,"514,590",0.87,"7,151","6,151,406"
"Oranges, import value and volume history by market year (Prepared or preserved )",2006,Apr,590,"583,300",0.99,"7,151","6,151,406"
"Oranges, import value and volume history by market year (Prepared or preserved )",2006,May,458,"398,187",0.87,"7,151","6,151,406"
"Oranges, import value and volume history by market year (Prepared or preserved )",2006,Jun,552,"485,763",0.88,"7,151","6,151,406"
"Oranges, import value and volume history by market year (Prepared or preserved )",2006,Jul,526,"514,169",0.98,"7,151","6,151,406"
"Oranges, import value and volume history by market year (Prepared or preserved )",2006,Aug,564,"441,640",0.78,"7,151","6,151,406"
"Oranges, import value and volume history by market year (Prepared or preserved )",2006,Sep,603,"526,354",0.87,"7,151","6,151,406"
"Oranges, import value and volume history by market year (Prepared or preserved )",2006,Oct,664,"564,977",0.85,"7,151","6,151,406"
"Oranges, import value and volume history by market year (Prepared or preserved )",2005,Nov,374,"288,850",0.77,"6,886","5,376,375"
"Oranges, import value and volume history by market year (Prepared or preserved )",2005,Dec,403,"342,856",0.85,"6,886","5,376,375"
"Oranges, import value and volume history by market year (Prepared or preserved )",2005,Jan,528,"409,874",0.78,"6,886","5,376,375"
"Oranges, import value and volume history by market year (Prepared or preserved )",2005,Feb,546,"416,691",0.76,"6,886","5,376,375"
"Oranges, import value and volume history by market year (Prepared or preserved )",2005,Mar,517,"355,218",0.69,"6,886","5,376,375"
"Oranges, import value and volume history by market year (Prepared or preserved )",2005,Apr,682,"506,260",0.74,"6,886","5,376,375"
"Oranges, import value and volume history by market year (Prepared or preserved )",2005,May,714,"539,420",0.76,"6,886","5,376,375"
"Oranges, import value and volume history by market year (Prepared or preserved )",2005,Jun,459,"352,961",0.77,"6,886","5,376,375"
"Oranges, import value and volume history by market year (Prepared or preserved )",2005,Jul,767,"580,419",0.76,"6,886","5,376,375"
"Oranges, import value and volume history by market year (Prepared or preserved )",2005,Aug,630,"467,920",0.74,"6,886","5,376,375"
"Oranges, import value and volume history by market year (Prepared or preserved )",2005,Sep,593,"514,873",0.87,"6,886","5,376,375"
"Oranges, import value and volume history by market year (Prepared or preserved )",2005,Oct,673,"601,033",0.89,"6,886","5,376,375"
"Oranges, import value and volume history by market year (Prepared or preserved )",2004,Nov,629,"380,930",0.61,"6,441","4,673,961"
"Oranges, import value and volume history by market year (Prepared or preserved )",2004,Dec,444,"400,688",0.9,"6,441","4,673,961"
"Oranges, import value and volume history by market year (Prepared or preserved )",2004,Jan,"1,017","536,564",0.53,"6,441","4,673,961"
"Oranges, import value and volume history by market year (Prepared or preserved )",2004,Feb,381,"296,977",0.78,"6,441","4,673,961"
"Oranges, import value and volume history by market year (Prepared or preserved )",2004,Mar,759,"469,689",0.62,"6,441","4,673,961"
"Oranges, import value and volume history by market year (Prepared or preserved )",2004,Apr,421,"407,546",0.97,"6,441","4,673,961"
"Oranges, import value and volume history by market year (Prepared or preserved )",2004,May,396,"402,094",1.02,"6,441","4,673,961"
"Oranges, import value and volume history by market year (Prepared or preserved )",2004,Jun,688,"329,720",0.48,"6,441","4,673,961"
"Oranges, import value and volume history by market year (Prepared or preserved )",2004,Jul,307,"280,369",0.91,"6,441","4,673,961"
"Oranges, import value and volume history by market year (Prepared or preserved )",2004,Aug,556,"458,981",0.82,"6,441","4,673,961"
"Oranges, import value and volume history by market year (Prepared or preserved )",2004,Sep,358,"355,710",0.99,"6,441","4,673,961"
"Oranges, import value and volume history by market year (Prepared or preserved )",2004,Oct,483,"354,693",0.73,"6,441","4,673,961"
"Oranges, import value and volume history by market year (Prepared or preserved )",2003,Nov,681,"409,536",0.6,"8,335","5,058,325"
"Oranges, import value and volume history by market year (Prepared or preserved )",2003,Dec,663,"475,176",0.72,"8,335","5,058,325"
"Oranges, import value and volume history by market year (Prepared or preserved )",2003,Jan,811,"459,795",0.57,"8,335","5,058,325"
"Oranges, import value and volume history by market year (Prepared or preserved )",2003,Feb,817,"410,410",0.5,"8,335","5,058,325"
"Oranges, import value and volume history by market year (Prepared or preserved )",2003,Mar,594,"424,205",0.71,"8,335","5,058,325"
"Oranges, import value and volume history by market year (Prepared or preserved )",2003,Apr,592,"369,454",0.62,"8,335","5,058,325"
"Oranges, import value and volume history by market year (Prepared or preserved )",2003,May,"1,247","554,403",0.44,"8,335","5,058,325"
"Oranges, import value and volume history by market year (Prepared or preserved )",2003,Jun,409,"299,526",0.73,"8,335","5,058,325"
"Oranges, import value and volume history by market year (Prepared or preserved )",2003,Jul,872,"503,961",0.58,"8,335","5,058,325"
"Oranges, import value and volume history by market year (Prepared or preserved )",2003,Aug,392,"328,596",0.84,"8,335","5,058,325"
"Oranges, import value and volume history by market year (Prepared or preserved )",2003,Sep,525,"431,763",0.82,"8,335","5,058,325"
"Oranges, import value and volume history by market year (Prepared or preserved )",2003,Oct,730,"391,500",0.54,"8,335","5,058,325"
"Oranges, import value and volume history by market year (Prepared or preserved )",2002,Nov,469,"399,796",0.85,"5,859","4,278,868"
"Oranges, import value and volume history by market year (Prepared or preserved )",2002,Dec,414,"343,834",0.83,"5,859","4,278,868"
"Oranges, import value and volume history by market year (Prepared or preserved )",2002,Jan,368,"323,942",0.88,"5,859","4,278,868"
"Oranges, import value and volume history by market year (Prepared or preserved )",2002,Feb,367,"305,447",0.83,"5,859","4,278,868"
"Oranges, import value and volume history by market year (Prepared or preserved )",2002,Mar,350,"306,765",0.88,"5,859","4,278,868"
"Oranges, import value and volume history by market year (Prepared or preserved )",2002,Apr,620,"429,716",0.69,"5,859","4,278,868"
"Oranges, import value and volume history by market year (Prepared or preserved )",2002,May,837,"374,862",0.45,"5,859","4,278,868"
"Oranges, import value and volume history by market year (Prepared or preserved )",2002,Jun,349,"289,779",0.83,"5,859","4,278,868"
"Oranges, import value and volume history by market year (Prepared or preserved )",2002,Jul,615,"395,351",0.64,"5,859","4,278,868"
"Oranges, import value and volume history by market year (Prepared or preserved )",2002,Aug,427,"293,906",0.69,"5,859","4,278,868"
"Oranges, import value and volume history by market year (Prepared or preserved )",2002,Sep,424,"292,606",0.69,"5,859","4,278,868"
"Oranges, import value and volume history by market year (Prepared or preserved )",2002,Oct,617,"522,864",0.85,"5,859","4,278,868"
"Oranges, import value and volume history by market year (Prepared or preserved )",2001,Nov,591,"424,286",0.72,"6,016","4,724,660"
"Oranges, import value and volume history by market year (Prepared or preserved )",2001,Dec,323,"329,823",1.02,"6,016","4,724,660"
"Oranges, import value and volume history by market year (Prepared or preserved )",2001,Jan,438,"270,486",0.62,"6,016","4,724,660"
"Oranges, import value and volume history by market year (Prepared or preserved )",2001,Feb,462,"345,254",0.75,"6,016","4,724,660"
"Oranges, import value and volume history by market year (Prepared or preserved )",2001,Mar,744,"516,020",0.69,"6,016","4,724,660"
"Oranges, import value and volume history by market year (Prepared or preserved )",2001,Apr,588,"487,507",0.83,"6,016","4,724,660"
"Oranges, import value and volume history by market year (Prepared or preserved )",2001,May,654,"514,906",0.79,"6,016","4,724,660"
"Oranges, import value and volume history by market year (Prepared or preserved )",2001,Jun,354,"292,755",0.83,"6,016","4,724,660"
"Oranges, import value and volume history by market year (Prepared or preserved )",2001,Jul,502,"304,100",0.61,"6,016","4,724,660"
"Oranges, import value and volume history by market year (Prepared or preserved )",2001,Aug,350,"368,951",1.05,"6,016","4,724,660"
"Oranges, import value and volume history by market year (Prepared or preserved )",2001,Sep,584,"440,426",0.75,"6,016","4,724,660"
"Oranges, import value and volume history by market year (Prepared or preserved )",2001,Oct,427,"430,146",1.01,"6,016","4,724,660"
"Oranges, import value and volume history by market year (Prepared or preserved )",2000,Nov,520,"468,019",0.9,"5,967","4,597,314"
"Oranges, import value and volume history by market year (Prepared or preserved )",2000,Dec,521,"372,687",0.72,"5,967","4,597,314"
"Oranges, import value and volume history by market year (Prepared or preserved )",2000,Jan,404,"323,555",0.8,"5,967","4,597,314"
"Oranges, import value and volume history by market year (Prepared or preserved )",2000,Feb,416,"296,751",0.71,"5,967","4,597,314"
"Oranges, import value and volume history by market year (Prepared or preserved )",2000,Mar,577,"426,862",0.74,"5,967","4,597,314"
"Oranges, import value and volume history by market year (Prepared or preserved )",2000,Apr,581,"453,293",0.78,"5,967","4,597,314"
"Oranges, import value and volume history by market year (Prepared or preserved )",2000,May,459,"334,605",0.73,"5,967","4,597,314"
"Oranges, import value and volume history by market year (Prepared or preserved )",2000,Jun,373,"317,502",0.85,"5,967","4,597,314"
"Oranges, import value and volume history by market year (Prepared or preserved )",2000,Jul,508,"382,769",0.75,"5,967","4,597,314"
"Oranges, import value and volume history by market year (Prepared or preserved )",2000,Aug,673,"491,665",0.73,"5,967","4,597,314"
"Oranges, import value and volume history by market year (Prepared or preserved )",2000,Sep,437,"355,707",0.81,"5,967","4,597,314"
"Oranges, import value and volume history by market year (Prepared or preserved )",2000,Oct,500,"373,899",0.75,"5,967","4,597,314"
,,,,,,,
commodityName2,stat_year2,market_month2,vol_tbx,textbox10,Textbox17,Textbox26,Textbox29
"Oranges, export value and volume history by market year (Fresh)",2024,Nov,"27,314","17,116,433",0.63,"27,314","17,116,433"
"Oranges, export value and volume history by market year (Fresh)",2024,Dec,NA,NA,NA,"27,314","17,116,433"
"Oranges, export value and volume history by market year (Fresh)",2024,Jan,NA,NA,NA,"27,314","17,116,433"
"Oranges, export value and volume history by market year (Fresh)",2024,Feb,NA,NA,NA,"27,314","17,116,433"
"Oranges, export value and volume history by market year (Fresh)",2024,Mar,NA,NA,NA,"27,314","17,116,433"
"Oranges, export value and volume history by market year (Fresh)",2024,Apr,NA,NA,NA,"27,314","17,116,433"
"Oranges, export value and volume history by market year (Fresh)",2024,May,NA,NA,NA,"27,314","17,116,433"
"Oranges, export value and volume history by market year (Fresh)",2024,Jun,NA,NA,NA,"27,314","17,116,433"
"Oranges, export value and volume history by market year (Fresh)",2024,Jul,NA,NA,NA,"27,314","17,116,433"
"Oranges, export value and volume history by market year (Fresh)",2024,Aug,NA,NA,NA,"27,314","17,116,433"
"Oranges, export value and volume history by market year (Fresh)",2024,Sep,NA,NA,NA,"27,314","17,116,433"
"Oranges, export value and volume history by market year (Fresh)",2024,Oct,NA,NA,NA,"27,314","17,116,433"
"Oranges, export value and volume history by market year (Fresh)",2023,Nov,"22,430","16,198,926",0.72,"746,950","525,641,495"
"Oranges, export value and volume history by market year (Fresh)",2023,Dec,"69,828","51,722,205",0.74,"746,950","525,641,495"
"Oranges, export value and volume history by market year (Fresh)",2023,Jan,"101,972","77,049,822",0.76,"746,950","525,641,495"
"Oranges, export value and volume history by market year (Fresh)",2023,Feb,"117,851","92,545,775",0.79,"746,950","525,641,495"
"Oranges, export value and volume history by market year (Fresh)",2023,Mar,"156,869","124,175,202",0.79,"746,950","525,641,495"
"Oranges, export value and volume history by market year (Fresh)",2023,Apr,"107,114","72,361,169",0.68,"746,950","525,641,495"
"Oranges, export value and volume history by market year (Fresh)",2023,May,"74,849","43,891,942",0.59,"746,950","525,641,495"
"Oranges, export value and volume history by market year (Fresh)",2023,Jun,"38,013","19,041,058",0.5,"746,950","525,641,495"
"Oranges, export value and volume history by market year (Fresh)",2023,Jul,"27,836","12,835,846",0.46,"746,950","525,641,495"
"Oranges, export value and volume history by market year (Fresh)",2023,Aug,"16,541","8,245,075",0.5,"746,950","525,641,495"
"Oranges, export value and volume history by market year (Fresh)",2023,Sep,"7,437","3,933,367",0.53,"746,950","525,641,495"
"Oranges, export value and volume history by market year (Fresh)",2023,Oct,"6,211","3,641,108",0.59,"746,950","525,641,495"
"Oranges, export value and volume history by market year (Fresh)",2022,Nov,"20,529","13,460,530",0.66,"759,525","504,209,713"
"Oranges, export value and volume history by market year (Fresh)",2022,Dec,"64,732","41,287,389",0.64,"759,525","504,209,713"
"Oranges, export value and volume history by market year (Fresh)",2022,Jan,"72,775","50,182,061",0.69,"759,525","504,209,713"
"Oranges, export value and volume history by market year (Fresh)",2022,Feb,"151,971","109,557,760",0.72,"759,525","504,209,713"
"Oranges, export value and volume history by market year (Fresh)",2022,Mar,"143,492","102,152,056",0.71,"759,525","504,209,713"
"Oranges, export value and volume history by market year (Fresh)",2022,Apr,"121,609","84,073,966",0.69,"759,525","504,209,713"
"Oranges, export value and volume history by market year (Fresh)",2022,May,"81,506","50,454,984",0.62,"759,525","504,209,713"
"Oranges, export value and volume history by market year (Fresh)",2022,Jun,"42,803","24,784,730",0.58,"759,525","504,209,713"
"Oranges, export value and volume history by market year (Fresh)",2022,Jul,"20,414","9,558,133",0.47,"759,525","504,209,713"
"Oranges, export value and volume history by market year (Fresh)",2022,Aug,"15,551","6,947,230",0.45,"759,525","504,209,713"
"Oranges, export value and volume history by market year (Fresh)",2022,Sep,"13,418","6,324,533",0.47,"759,525","504,209,713"
"Oranges, export value and volume history by market year (Fresh)",2022,Oct,"10,724","5,426,341",0.51,"759,525","504,209,713"
"Oranges, export value and volume history by market year (Fresh)",2021,Nov,"25,592","14,539,349",0.57,"738,898","487,025,790"
"Oranges, export value and volume history by market year (Fresh)",2021,Dec,"64,291","38,513,722",0.6,"738,898","487,025,790"
"Oranges, export value and volume history by market year (Fresh)",2021,Jan,"104,602","66,807,288",0.64,"738,898","487,025,790"
"Oranges, export value and volume history by market year (Fresh)",2021,Feb,"146,440","99,768,804",0.68,"738,898","487,025,790"
"Oranges, export value and volume history by market year (Fresh)",2021,Mar,"142,478","98,659,149",0.69,"738,898","487,025,790"
"Oranges, export value and volume history by market year (Fresh)",2021,Apr,"114,130","77,007,324",0.67,"738,898","487,025,790"
"Oranges, export value and volume history by market year (Fresh)",2021,May,"70,769","46,731,426",0.66,"738,898","487,025,790"
"Oranges, export value and volume history by market year (Fresh)",2021,Jun,"25,513","17,221,140",0.68,"738,898","487,025,790"
"Oranges, export value and volume history by market year (Fresh)",2021,Jul,"12,697","7,572,204",0.6,"738,898","487,025,790"
"Oranges, export value and volume history by market year (Fresh)",2021,Aug,"14,179","9,211,145",0.65,"738,898","487,025,790"
"Oranges, export value and volume history by market year (Fresh)",2021,Sep,"9,999","6,239,072",0.62,"738,898","487,025,790"
"Oranges, export value and volume history by market year (Fresh)",2021,Oct,"8,208","4,755,167",0.58,"738,898","487,025,790"
"Oranges, export value and volume history by market year (Fresh)",2020,Nov,"28,731","16,128,762",0.56,"1,029,858","598,407,558"
"Oranges, export value and volume history by market year (Fresh)",2020,Dec,"68,195","38,610,585",0.57,"1,029,858","598,407,558"
"Oranges, export value and volume history by market year (Fresh)",2020,Jan,"107,367","61,803,936",0.58,"1,029,858","598,407,558"
"Oranges, export value and volume history by market year (Fresh)",2020,Feb,"157,836","101,956,342",0.65,"1,029,858","598,407,558"
"Oranges, export value and volume history by market year (Fresh)",2020,Mar,"248,724","157,484,121",0.63,"1,029,858","598,407,558"
"Oranges, export value and volume history by market year (Fresh)",2020,Apr,"165,043","93,027,512",0.56,"1,029,858","598,407,558"
"Oranges, export value and volume history by market year (Fresh)",2020,May,"140,309","76,016,263",0.54,"1,029,858","598,407,558"
"Oranges, export value and volume history by market year (Fresh)",2020,Jun,"59,380","28,631,638",0.48,"1,029,858","598,407,558"
"Oranges, export value and volume history by market year (Fresh)",2020,Jul,"19,590","8,765,761",0.45,"1,029,858","598,407,558"
"Oranges, export value and volume history by market year (Fresh)",2020,Aug,"13,828","6,147,096",0.44,"1,029,858","598,407,558"
"Oranges, export value and volume history by market year (Fresh)",2020,Sep,"10,355","4,465,989",0.43,"1,029,858","598,407,558"
"Oranges, export value and volume history by market year (Fresh)",2020,Oct,"10,499","5,369,553",0.51,"1,029,858","598,407,558"
"Oranges, export value and volume history by market year (Fresh)",2019,Nov,"32,685","15,665,370",0.48,"1,117,167","569,028,606"
"Oranges, export value and volume history by market year (Fresh)",2019,Dec,"82,658","40,921,831",0.5,"1,117,167","569,028,606"
"Oranges, export value and volume history by market year (Fresh)",2019,Jan,"115,280","60,127,750",0.52,"1,117,167","569,028,606"
"Oranges, export value and volume history by market year (Fresh)",2019,Feb,"211,865","114,234,635",0.54,"1,117,167","569,028,606"
"Oranges, export value and volume history by market year (Fresh)",2019,Mar,"281,245","143,454,156",0.51,"1,117,167","569,028,606"
"Oranges, export value and volume history by market year (Fresh)",2019,Apr,"183,383","91,917,676",0.5,"1,117,167","569,028,606"
"Oranges, export value and volume history by market year (Fresh)",2019,May,"113,635","56,725,462",0.5,"1,117,167","569,028,606"
"Oranges, export value and volume history by market year (Fresh)",2019,Jun,"47,820","24,266,800",0.51,"1,117,167","569,028,606"
"Oranges, export value and volume history by market year (Fresh)",2019,Jul,"21,565","9,646,190",0.45,"1,117,167","569,028,606"
"Oranges, export value and volume history by market year (Fresh)",2019,Aug,"12,045","5,176,140",0.43,"1,117,167","569,028,606"
"Oranges, export value and volume history by market year (Fresh)",2019,Sep,"7,711","3,225,832",0.42,"1,117,167","569,028,606"
"Oranges, export value and volume history by market year (Fresh)",2019,Oct,"7,276","3,666,764",0.5,"1,117,167","569,028,606"
"Oranges, export value and volume history by market year (Fresh)",2018,Nov,"33,104","15,824,914",0.48,"1,055,889","520,410,326"
"Oranges, export value and volume history by market year (Fresh)",2018,Dec,"77,707","38,006,496",0.49,"1,055,889","520,410,326"
"Oranges, export value and volume history by market year (Fresh)",2018,Jan,"127,384","59,698,895",0.47,"1,055,889","520,410,326"
"Oranges, export value and volume history by market year (Fresh)",2018,Feb,"150,448","76,480,192",0.51,"1,055,889","520,410,326"
"Oranges, export value and volume history by market year (Fresh)",2018,Mar,"245,024","134,177,128",0.55,"1,055,889","520,410,326"
"Oranges, export value and volume history by market year (Fresh)",2018,Apr,"195,264","98,639,879",0.51,"1,055,889","520,410,326"
"Oranges, export value and volume history by market year (Fresh)",2018,May,"103,858","53,266,763",0.51,"1,055,889","520,410,326"
"Oranges, export value and volume history by market year (Fresh)",2018,Jun,"50,786","20,659,179",0.41,"1,055,889","520,410,326"
"Oranges, export value and volume history by market year (Fresh)",2018,Jul,"24,518","8,033,196",0.33,"1,055,889","520,410,326"
"Oranges, export value and volume history by market year (Fresh)",2018,Aug,"20,272","6,264,201",0.31,"1,055,889","520,410,326"
"Oranges, export value and volume history by market year (Fresh)",2018,Sep,"14,335","4,523,623",0.32,"1,055,889","520,410,326"
